id,dist
5392,612.933597152028
5388,2016.8623696751924
5385,5342.8325835350815
4050,5724.857776663311
5390,6787.192548352742
4048,8273.116811549688
5391,8579.25805681761
5386,9056.420959351926
4049,9080.907002401133
5387,10141.028821832218
3837,11043.577720725014
4051,11908.37513078721
3441,16345.853577033724
5384,16682.519183153294
5433,16907.412844736784
5383,17438.393636725625
5382,17770.458104107936
4119,18268.946353772186
4895,22220.99607626004
2328,25831.152370908952
784,26607.87416955143
2844,26732.51361197699
780,26793.238041756755
9192,26954.191395679805
442,27146.24381927463
443,27517.425934537547
2880,28060.390377504464
444,28294.413617934504
781,29125.544868042412
782,29475.90912742318
